DOEID,upgrade_id,category,eligible,annual_savings,cost_midpoint,payback_years,lifespan_years,rank
100155,low_flow_showerheads,Water Heating,True,9.88439264782969,80,8.093567591890995,10,3
100155,attic_insulation,Insulation,True,125.94055325460819,2300,18.262584533436154,30,4
100155,heat_pump_replace,HVAC,True,251.88110650921638,8000,31.761016579888967,18,5
100158,thermostat_setback,Behavioral,True,62.59675504558737,0,0.0,1,1
100158,led_lighting,Lighting,True,54.439490845195486,200,3.6738036468548425,15,2
100158,low_flow_showerheads,Water Heating,True,12.409117042044192,80,6.446872870079832,10,3
100158,heat_pump_replace,HVAC,True,250.3870201823495,8000,31.950537987847117,18,4
100158,high_eff_furnace,HVAC,True,125.19351009117474,5000,39.938172484808895,20,5
100160,thermostat_setback,Behavioral,True,112.65092364349941,0,0.0,1,1
100160,programmable_thermostat,Behavioral,True,97.63080049103282,90,0.9218402343046067,15,2
100160,smart_thermostat,Behavioral,True,120.16098521973268,200,1.6644337563833178,12,3
100160,low_flow_showerheads,Water Heating,True,32.681806466191325,80,2.447845105586755,10,4
100160,energy_star_fridge,Appliance,True,397.1265000000001,1500,3.777133986273894,14,5
100175,thermostat_setback,Behavioral,True,38.839453627248226,0,0.0,1,1
100175,programmable_thermostat,Behavioral,True,33.66085981028179,90,2.673728493783432,15,2
100175,low_flow_showerheads,Water Heating,True,16.68439563021968,80,4.794899484108353,10,3
100175,smart_thermostat,Behavioral,True,41.42875053573143,200,4.827565335997864,12,4
100175,attic_insulation,Insulation,True,77.67890725449645,2300,29.609067394120228,30,5
100182,thermostat_setback,Behavioral,True,81.75369411893162,0,0.0,1,1
100182,low_flow_showerheads,Water Heating,True,15.560040034943706,80,5.141374946358834,10,2
100182,energy_star_fridge,Appliance,True,257.56350000000003,1500,5.82380655644142,14,3
100182,heat_pump_replace,HVAC,True,327.0147764757265,8000,24.46372633743607,18,4
100182,tankless_water_heater,Water Heating,True,43.56811209784237,2300,52.790903467077314,20,5
100184,thermostat_setback,Behavioral,True,14.912625971154592,0,0.0,1,1
100184,energy_star_washer,Appliance,True,268.915,950,3.532714798356358,12,2
100184,programmable_thermostat,Behavioral,True,12.924275841667312,90,6.9636396733226515,15,3
100184,smart_thermostat,Behavioral,True,15.90680103589823,200,12.573238299054788,12,4
100184,heat_pump_replace,HVAC,True,59.65050388461837,8000,134.1145418565844,18,5
100190,thermostat_setback,Behavioral,True,34.37767593203594,0,0.0,1,1
100190,smart_thermostat,Behavioral,True,36.66952099417167,200,5.454120876893604,12,2
100190,low_flow_showerheads,Water Heating,True,6.199972918629994,80,12.903282167509463,10,3
100190,led_lighting,Lighting,True,10.653269718138763,200,18.77357893787956,15,4
100190,heat_pump_replace,HVAC,True,137.51070372814377,8000,58.17728935353177,18,5
100194,thermostat_setback,Behavioral,True,16.02351905973774,0,0.0,1,1
100194,programmable_thermostat,Behavioral,True,13.887049851772707,90,6.480858134783129,15,2
100194,smart_thermostat,Behavioral,True,17.091753663720255,200,11.701549410025095,12,3
100194,low_flow_showerheads,Water Heating,True,4.975341910636232,80,16.07929694821111,10,4
100194,led_lighting,Lighting,True,5.559739898008742,200,35.972905867706395,15,5
100198,thermostat_setback,Behavioral,True,18.821564978278325,0,0.0,1,1
100198,led_lighting,Lighting,True,30.669074809183034,200,6.521227042040256,15,2
100198,smart_thermostat,Behavioral,True,20.07633597683021,200,9.961977137203567,12,3
100198,low_flow_showerheads,Water Heating,True,7.037362078828406,80,11.367895967819601,10,4
100198,attic_insulation,Insulation,True,37.64312995655665,2300,61.10012644151521,30,5
100199,thermostat_setback,Behavioral,True,24.178226410826237,0,0.0,1,1
100199,low_flow_showerheads,Water Heating,True,26.426398066127362,80,3.0272759760832417,10,2
100199,smart_thermostat,Behavioral,True,25.79010817154798,200,7.7549112500676864,12,3
100199,heat_pump_water_heater,Water Heating,True,140.94078968601258,2400,17.028427365468236,13,4
100199,led_lighting,Lighting,True,10.43272463800851,200,19.170447504323064,15,5
100205,thermostat_setback,Behavioral,True,8.220140624999999,0,0.0,1,1
100205,led_lighting,Lighting,True,163.96426967529823,200,1.2197779455003464,15,2
100205,low_flow_showerheads,Water Heating,True,20.598807348156186,80,3.8837199963987654,10,3
100205,energy_star_washer,Appliance,True,236.385,950,4.018867525435201,12,4
100205,smart_thermostat,Behavioral,True,8.768149999999999,200,22.809828755210624,12,5
100208,thermostat_setback,Behavioral,True,50.773704803619445,0,0.0,1,1
100208,low_flow_showerheads,Water Heating,True,27.36271646220763,80,2.9236863273605542,10,2
100208,smart_thermostat,Behavioral,True,54.15861845719407,200,3.6928563855090974,12,3
100208,energy_star_fridge,Appliance,True,159.054,1500,9.430759364744048,14,4
100208,tankless_water_heater,Water Heating,True,76.61560609418136,2300,30.019993539862835,20,5
100226,thermostat_setback,Behavioral,True,10.519247512380797,0,0.0,1,1
100226,low_flow_showerheads,Water Heating,True,18.36923597389027,80,4.355107643764318,10,2
100226,smart_thermostat,Behavioral,True,11.22053067987285,200,17.82446888708711,12,3
100226,heat_pump_replace,HVAC,True,42.07699004952319,8000,190.12766812892917,18,4
100228,thermostat_setback,Behavioral,True,47.90970951661035,0,0.0,1,1
100228,programmable_thermostat,Behavioral,True,41.521748247728965,90,2.1675387910701125,15,2
100228,led_lighting,Lighting,True,88.85463577440183,200,2.2508673661978826,15,3
100228,low_flow_showerheads,Water Heating,True,28.1047467817042,80,2.8464942460210634,10,4
100228,smart_thermostat,Behavioral,True,51.10369015105103,200,3.913611706098814,12,5
100229,thermostat_setback,Behavioral,True,118.59773678186248,0,0.0,1,1
100229,programmable_thermostat,Behavioral,True,102.78470521094748,90,0.8756166573158027,15,2
100229,led_lighting,Lighting,True,194.71938980988028,200,1.027119077331105,15,3
100229,smart_thermostat,Behavioral,True,126.50425256731997,200,1.5809745201535328,12,4
100229,low_flow_showerheads,Water Heating,True,24.068812159599663,80,3.32380341287813,10,5
100234,thermostat_setback,Behavioral,True,63.687337527955876,0,0.0,1,1
100234,led_lighting,Lighting,True,25.256238846058714,200,7.918835469486796,15,2
100234,low_flow_showerheads,Water Heating,True,5.392447011833255,80,14.835565342496082,10,3
100234,attic_insulation,Insulation,True,127.37467505591175,2300,18.056964612395703,30,4
100234,heat_pump_replace,HVAC,True,254.7493501118235,8000,31.403416717209915,18,5
100236,thermostat_setback,Behavioral,True,21.458548889156962,0,0.0,1,1
100236,low_flow_showerheads,Water Heating,True,22.089729797132165,80,3.6215925108502742,10,2
100236,programmable_thermostat,Behavioral,True,18.597409037269365,90,4.839383799089391,15,3
100236,smart_thermostat,Behavioral,True,22.889118815100755,200,8.737776303911401,12,4
100236,attic_insulation,Insulation,True,42.917097778313924,2300,53.59169466398992,30,5
100238,thermostat_setback,Behavioral,True,94.14364436789523,0,0.0,1,1
100238,programmable_thermostat,Behavioral,True,81.59115845217586,90,1.1030606956359486,15,2
100238,energy_star_washer,Appliance,True,558.465,950,1.7010913844197935,12,3
100238,smart_thermostat,Behavioral,True,100.4198873257549,200,1.9916373671204626,12,4
100238,low_flow_showerheads,Water Heating,True,22.51742425642855,80,3.5528042234742108,10,5
100244,thermostat_setback,Behavioral,True,61.225228552245206,0,0.0,1,1
100244,smart_thermostat,Behavioral,True,65.30691045572821,200,3.0624630472387864,12,2
100244,low_flow_showerheads,Water Heating,True,10.341564207269876,80,7.735773660213016,10,3
100244,attic_insulation,Insulation,True,122.45045710449041,2300,18.783106689731223,30,4
100244,heat_pump_replace,HVAC,True,244.90091420898082,8000,32.666272503880386,18,5
100246,thermostat_setback,Behavioral,True,60.23059456183637,0,0.0,1,1
100246,programmable_thermostat,Behavioral,True,52.19984862025818,90,1.7241429310404552,15,2
100246,smart_thermostat,Behavioral,True,64.24596753262546,200,3.1130358477119326,12,3
100246,energy_star_fridge,Appliance,True,282.3570000000001,1500,5.312423633910261,14,4
100246,low_flow_showerheads,Water Heating,True,6.360027994033383,80,12.578560986689281,10,5
100247,thermostat_setback,Behavioral,True,57.23052848377179,0,0.0,1,1
100247,smart_thermostat,Behavioral,True,61.045897049356576,200,3.276223459183454,12,2
100247,low_flow_showerheads,Water Heating,True,21.80579090302428,80,3.6687502120780526,10,3
100247,attic_insulation,Insulation,True,114.46105696754358,2300,20.094170549658518,30,4
100247,heat_pump_replace,HVAC,True,228.92211393508717,8000,34.94638356462351,18,5
100252,thermostat_setback,Behavioral,True,37.79693346729567,0,0.0,1,1
100252,low_flow_showerheads,Water Heating,True,20.600272303531707,80,3.8834438118706234,10,2
100252,smart_thermostat,Behavioral,True,40.316729031782046,200,4.960719899730411,12,3
100252,energy_star_fridge,Appliance,True,194.31900000000005,1500,7.719265743442482,14,4
100252,attic_insulation,Insulation,True,75.59386693459135,2300,30.42574871834652,30,5
100262,thermostat_setback,Behavioral,True,13.879811259802157,0,0.0,1,1
100262,low_flow_showerheads,Water Heating,True,12.406515612741462,80,6.448224666548615,10,2
100262,led_lighting,Lighting,True,11.260777723066862,200,17.76076261502924,15,3
100271,thermostat_setback,Behavioral,True,132.6007212363029,0,0.0,1,1
100271,programmable_thermostat,Behavioral,True,114.9206250714625,90,0.7831492383898382,15,2
100271,smart_thermostat,Behavioral,True,141.44076931872308,200,1.4140194582038743,12,3
100271,led_lighting,Lighting,True,135.30310594878162,200,1.478162667423977,15,4
100271,low_flow_showerheads,Water Heating,True,41.723929723696884,80,1.9173649397306032,10,5
100278,thermostat_setback,Behavioral,True,4.8811418186492235,0,0.0,1,1
100278,low_flow_showerheads,Water Heating,True,25.7545078289018,80,3.1062523318820214,10,2
100278,led_lighting,Lighting,True,14.307330627445761,200,13.978847991136787,15,3
100278,energy_star_fridge,Appliance,True,98.04150000000001,1500,15.299643518306022,14,4
100278,heat_pump_water_heater,Water Heating,True,137.35737508747624,2400,17.472669366836374,13,5
100286,thermostat_setback,Behavioral,True,206.45214097188094,0,0.0,1,1
100286,smart_thermostat,Behavioral,True,220.21561703667297,200,0.9082008019744284,12,2
100286,low_flow_showerheads,Water Heating,True,33.39565464865523,80,2.3955212389651845,10,3
100286,led_lighting,Lighting,True,60.31494976844268,200,3.315927490080441,15,4
100286,attic_insulation,Insulation,True,412.9042819437619,2300,5.570298252109827,30,5
100296,thermostat_setback,Behavioral,True,143.55639852354668,0,0.0,1,1
100296,smart_thermostat,Behavioral,True,153.1268250917831,200,1.3061068815351031,12,2
100296,low_flow_showerheads,Water Heating,True,40.98704296164988,80,1.951836341910617,10,3
100296,energy_star_fridge,Appliance,True,462.90600000000006,1500,3.2403986986558824,14,4
100296,led_lighting,Lighting,True,35.50645786692421,200,5.63277814840293,15,5
100300,thermostat_setback,Behavioral,True,50.08910347881933,0,0.0,1,1
100300,smart_thermostat,Behavioral,True,53.428377044073954,200,3.7433291270482854,12,2
100300,low_flow_showerheads,Water Heating,True,6.12396579622884,80,13.063430244705854,10,3
100300,led_lighting,Lighting,True,9.994177907491377,200,20.011650968318783,15,4
100300,attic_insulation,Insulation,True,100.17820695763866,2300,22.959085312562816,30,5
100303,thermostat_setback,Behavioral,True,120.47802355102613,0,0.0,1,1
100303,programmable_thermostat,Behavioral,True,104.41428707755597,90,0.8619510080373441,15,2
100303,smart_thermostat,Behavioral,True,128.5098917877612,200,1.5563004311785378,12,3
100303,led_lighting,Lighting,True,34.96136736272381,200,5.720600053338937,15,4
100303,attic_insulation,Insulation,True,240.95604710205225,2300,9.545309311228365,30,5
100304,thermostat_setback,Behavioral,True,67.53596893747581,0,0.0,1,1
100304,low_flow_showerheads,Water Heating,True,36.37413298238378,80,2.199365137823203,10,2
100304,energy_star_fridge,Appliance,True,312.66150000000005,1500,4.797520641332558,14,3
100304,heat_pump_water_heater,Water Heating,True,193.9953759060468,2400,12.371428900255516,13,4
100304,attic_insulation,Insulation,True,135.07193787495163,2300,17.02796329263684,30,5
100313,thermostat_setback,Behavioral,True,0.869187970131478,0,0.0,1,1
100313,low_flow_showerheads,Water Heating,True,20.050933624602887,80,3.989839151521525,10,2
100313,led_lighting,Lighting,True,13.539216891380256,200,14.771903102263618,15,3
100313,smart_thermostat,Behavioral,True,0.9271338348069097,200,215.71858613233888,12,4
100316,thermostat_setback,Behavioral,True,67.57413874392817,0,0.0,1,1
100316,programmable_thermostat,Behavioral,True,58.564253578071074,90,1.5367736204478801,15,2
100316,low_flow_showerheads,Water Heating,True,32.12684500113692,80,2.4901293605758337,10,3
100316,smart_thermostat,Behavioral,True,72.07908132685671,200,2.7747301480308946,12,4
100316,led_lighting,Lighting,True,28.192896032941785,200,7.093985653914782,15,5
100317,thermostat_setback,Behavioral,True,13.995680425379255,0,0.0,1,1
100317,low_flow_showerheads,Water Heating,True,18.26242307313724,80,4.380579711663479,10,2
100317,smart_thermostat,Behavioral,True,14.928725787071203,200,13.396990664347722,12,3
100317,led_lighting,Lighting,True,9.741324885776507,200,20.531088157425465,15,4
100317,attic_insulation,Insulation,True,27.99136085075851,2300,82.16820940799934,30,5
100318,thermostat_setback,Behavioral,True,40.52932882495841,0,0.0,1,1
100318,led_lighting,Lighting,True,53.996824178259814,200,3.7039215369359435,15,2
100318,smart_thermostat,Behavioral,True,43.23128407995563,200,4.626279423717855,12,3
100318,low_flow_showerheads,Water Heating,True,13.17244338624132,80,6.073284785080981,10,4
100318,heat_pump_replace,HVAC,True,162.11731529983365,8000,49.34698051965711,18,5
100320,thermostat_setback,Behavioral,True,45.38621228087025,0,0.0,1,1
100320,energy_star_washer,Appliance,True,280.875,950,3.382287494437027,12,2
100320,low_flow_showerheads,Water Heating,True,23.479820934936047,80,3.407181009671439,10,3
100320,smart_thermostat,Behavioral,True,48.41195976626159,200,4.131210572049192,12,4
100320,air_sealing,Envelope,True,69.59219216400103,800,11.495542461354272,15,5
100325,thermostat_setback,Behavioral,True,11.251298874284087,0,0.0,1,1
100325,programmable_thermostat,Behavioral,True,9.751125691046207,90,9.229703610798582,15,2
100325,smart_thermostat,Behavioral,True,12.001385465903025,200,16.66474263060855,12,3
100325,led_lighting,Lighting,True,11.687039747500238,200,17.11297337230143,15,4
100325,low_flow_showerheads,Water Heating,True,4.2391226130653274,80,18.87182969264285,10,5
100329,thermostat_setback,Behavioral,True,47.20602446022905,0,0.0,1,1
100329,low_flow_showerheads,Water Heating,True,22.590678601969884,80,3.54128361566899,10,2
100329,led_lighting,Lighting,True,55.98329062119883,200,3.57249453865199,15,3
100329,attic_insulation,Insulation,True,94.4120489204581,2300,24.361297379932342,30,4
100329,heat_pump_replace,HVAC,True,188.8240978409162,8000,42.36747370423016,18,5
100336,thermostat_setback,Behavioral,True,33.82347016733926,0,0.0,1,1
100336,programmable_thermostat,Behavioral,True,29.313674145027353,90,3.070239491465017,15,2
100336,low_flow_showerheads,Water Heating,True,16.270353123408242,80,4.9169184831584,10,3
100336,smart_thermostat,Behavioral,True,36.078368178495204,200,5.543487970700725,12,4
100336,attic_insulation,Insulation,True,67.64694033467852,2300,34.00005955363111,30,5
100340,thermostat_setback,Behavioral,True,43.288445666686535,0,0.0,1,1
100340,programmable_thermostat,Behavioral,True,37.516652911128325,90,2.398934686769562,15,2
100340,smart_thermostat,Behavioral,True,46.17434204446563,200,4.331409851111709,12,3
100340,low_flow_showerheads,Water Heating,True,13.708005265527103,80,5.836005928680523,10,4
100340,attic_insulation,Insulation,True,86.57689133337307,2300,26.56598042015181,30,5
100343,thermostat_setback,Behavioral,True,60.304510031804114,0,0.0,1,1
100343,low_flow_showerheads,Water Heating,True,43.3228856544036,80,1.8465990617102006,10,2
100343,smart_thermostat,Behavioral,True,64.32481070059104,200,3.109220187695979,12,3
100343,heat_pump_water_heater,Water Heating,True,231.05539015681916,2400,10.38711972211988,13,4
100343,tankless_water_heater,Water Heating,True,121.30407983233007,2300,18.960615365774384,20,5
100351,thermostat_setback,Behavioral,True,19.178032468234907,0,0.0,1,1
100351,low_flow_showerheads,Water Heating,True,16.63725,80,4.80848697951885,10,2
100351,programmable_thermostat,Behavioral,True,16.620961472470253,90,5.414849204064965,15,3
100351,led_lighting,Lighting,True,31.319144160662006,200,6.3858705389276675,15,4
100351,smart_thermostat,Behavioral,True,20.45656796611723,200,9.776811062895078,12,5
100354,thermostat_setback,Behavioral,True,87.49577058872332,0,0.0,1,1
100354,led_lighting,Lighting,True,210.7472207498081,200,0.9490042112461979,15,2
100354,smart_thermostat,Behavioral,True,93.32882196130485,200,2.1429607252829377,12,3
100354,low_flow_showerheads,Water Heating,True,19.591904467287087,80,4.083319216545654,10,4
100354,attic_insulation,Insulation,True,174.99154117744663,2300,13.143492448402014,30,5
100357,thermostat_setback,Behavioral,True,77.87617565469398,0,0.0,1,1
100357,led_lighting,Lighting,True,131.23783626283074,200,1.523950757611234,15,2
100357,smart_thermostat,Behavioral,True,83.06792069834025,200,2.407668307074841,12,3
100357,low_flow_showerheads,Water Heating,True,15.220685511756447,80,5.256005055633536,10,4
100357,attic_insulation,Insulation,True,155.75235130938796,2300,14.767032283392357,30,5
100371,thermostat_setback,Behavioral,True,10.95655150046034,0,0.0,1,1
100371,led_lighting,Lighting,True,84.76770587983943,200,2.359389084842116,15,2
100371,low_flow_showerheads,Water Heating,True,29.291154225521787,80,2.731199985635762,10,3
100371,programmable_thermostat,Behavioral,True,9.495677967065626,90,9.477996232828437,15,4
100371,smart_thermostat,Behavioral,True,11.686988267157695,200,17.11304875371801,12,5
100372,thermostat_setback,Behavioral,True,13.720925829794327,0,0.0,1,1
100372,programmable_thermostat,Behavioral,True,11.891469052488416,90,7.568450929211857,15,2
100372,led_lighting,Lighting,True,22.622686831018044,200,8.840682872636478,15,3
100372,smart_thermostat,Behavioral,True,14.63565421844728,200,13.665258622188077,12,4
100372,low_flow_showerheads,Water Heating,True,2.886692035590388,80,27.713382312234895,10,5
100374,thermostat_setback,Behavioral,True,48.56416722012151,0,0.0,1,1
100374,led_lighting,Lighting,True,54.80185333568154,200,3.6495116100349074,15,2
100374,smart_thermostat,Behavioral,True,51.80177836812961,200,3.860871311766537,12,3
100374,low_flow_showerheads,Water Heating,True,18.075384162955853,80,4.425908698745889,10,4
100374,energy_star_fridge,Appliance,True,263.05350000000004,1500,5.702262087370059,14,5
100389,thermostat_setback,Behavioral,True,67.64333402913316,0,0.0,1,1
100389,programmable_thermostat,Behavioral,True,58.62422282524872,90,1.5352015883993624,15,2
100389,smart_thermostat,Behavioral,True,72.15288963107535,200,2.771891756832182,12,3
100389,low_flow_showerheads,Water Heating,True,8.593129495784892,80,9.30976311240761,10,4
100389,heat_pump_replace,HVAC,True,270.57333611653263,8000,29.566845406209936,18,5
100397,thermostat_setback,Behavioral,True,72.13736282730622,0,0.0,1,1
100397,programmable_thermostat,Behavioral,True,62.519047783665386,90,1.4395612727728504,15,2
100397,smart_thermostat,Behavioral,True,76.94652034912663,200,2.5992078536176466,12,3
100397,energy_star_fridge,Appliance,True,271.27350000000007,1500,5.529474865771996,14,4
100397,low_flow_showerheads,Water Heating,True,6.623806077224856,80,12.077648268579326,10,5
100412,thermostat_setback,Behavioral,True,81.35331419754388,0,0.0,1,1
100412,led_lighting,Lighting,True,334.73305264125594,200,0.5974910407618048,15,2
100412,low_flow_showerheads,Water Heating,True,55.26909962846794,80,1.4474634205691619,10,3
100412,smart_thermostat,Behavioral,True,86.77686847738012,200,2.304761666435721,12,4
100412,energy_star_fridge,Appliance,True,310.43250000000006,1500,4.831968302287936,14,5
100413,thermostat_setback,Behavioral,True,62.72669677726365,0,0.0,1,1
100413,programmable_thermostat,Behavioral,True,54.36313720696182,90,1.6555335954466306,15,2
100413,led_lighting,Lighting,True,89.93697628885593,200,2.2237794537104305,15,3
100413,smart_thermostat,Behavioral,True,66.90847656241455,200,2.9891578806675274,12,4
100413,energy_star_washer,Appliance,True,262.0475,950,3.625296940440187,12,5
100428,thermostat_setback,Behavioral,True,41.14023825179307,0,0.0,1,1
100428,smart_thermostat,Behavioral,True,43.882920801912604,200,4.5575817731640855,12,2
100428,low_flow_showerheads,Water Heating,True,16.32628348844416,80,4.900074169153345,10,3
100428,heat_pump_replace,HVAC,True,164.5609530071723,8000,48.61420558041691,18,4
100428,window_upgrade,Envelope,True,60.339016102629834,13000,215.4493201859386,25,5
100429,thermostat_setback,Behavioral,True,18.67525865726285,0,0.0,1,1
100429,low_flow_showerheads,Water Heating,True,9.432927132039325,80,8.480930561657443,10,2
